model,horizon,number,value,state,params_batch_size,params_decoder_hidden_size,params_decoder_layers,params_dropout,params_early_stop_patience,params_encoder_n_layers,params_hidden_size,params_input_size,params_lr,params_scaler,duration,params_attn_dropout,params_n_head,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample
tft,3d,92,0.0668223169847249,COMPLETE,128.0,,,0.3477853584896971,40.0,,32.0,72.0,0.0013114319339322666,standard,0 days 00:00:37.408571,0.15788597217137434,1.0,,,,,,,,,,
tft,3d,93,0.06326475397760822,COMPLETE,128.0,,,0.29011344400575856,39.0,,128.0,72.0,0.0006333442321576153,standard,0 days 00:01:46.583614,0.4269616034711409,1.0,,,,,,,,,,
tft,3d,94,0.06874452227575482,COMPLETE,128.0,,,0.3657058451512045,38.0,,32.0,72.0,0.0015853493715907467,standard,0 days 00:00:37.423408,0.4598882457201217,1.0,,,,,,,,,,
tft,3d,95,0.06646953966490976,COMPLETE,16.0,,,0.35443843784723367,36.0,,32.0,96.0,0.0009477779795945411,standard,0 days 00:00:44.885771,0.4163105701143913,1.0,,,,,,,,,,
tft,3d,96,0.07288331226646394,COMPLETE,128.0,,,0.30809094468822384,41.0,,128.0,120.0,0.0004578715097372801,standard,0 days 00:02:34.876617,0.4410971154733354,1.0,,,,,,,,,,
tft,3d,97,0.06745804775522385,COMPLETE,128.0,,,0.24475244625913617,33.0,,256.0,120.0,0.0008125383263879272,minmax,0 days 00:05:31.540797,0.29612412166297347,1.0,,,,,,,,,,
tft,3d,98,0.06500626239443921,COMPLETE,64.0,,,0.11380542298153876,39.0,,384.0,96.0,0.002144607049045013,standard,0 days 00:08:01.959942,0.00012576009588932333,1.0,,,,,,,,,,
tft,3d,99,0.07941725944731627,COMPLETE,16.0,,,0.3272539798924966,32.0,,128.0,36.0,0.001290202831944589,standard,0 days 00:01:11.718773,0.393861925732263,2.0,,,,,,,,,,
tft,3d,100,0.07356715882269968,COMPLETE,128.0,,,0.21328511018234614,38.0,,128.0,48.0,0.0007151031816035273,standard,0 days 00:01:24.190934,0.48454734182141374,1.0,,,,,,,,,,
tft,3d,101,0.0558406434466604,COMPLETE,128.0,,,0.33914304150663777,38.0,,128.0,120.0,0.0009271104706819694,standard,0 days 00:02:34.649764,0.4349861363392932,1.0,,,,,,,,,,
tft,3d,102,0.06251539277136273,COMPLETE,128.0,,,0.38713277120454315,37.0,,128.0,120.0,0.0010788269307401945,standard,0 days 00:02:34.853187,0.40658451167099174,1.0,,,,,,,,,,
tft,3d,103,0.06318100425278862,COMPLETE,128.0,,,0.38923595781076836,37.0,,128.0,120.0,0.001091247786136816,standard,0 days 00:02:35.964040,0.38505149923620013,1.0,,,,,,,,,,
tft,3d,104,0.07062173127344368,COMPLETE,128.0,,,0.4061600970749916,36.0,,128.0,120.0,0.000548061337446482,standard,0 days 00:02:33.129120,0.4056424910981739,1.0,,,,,,,,,,
tft,3d,105,0.06984383822540377,COMPLETE,128.0,,,0.14961280512857839,37.0,,128.0,120.0,0.0014810239862038674,standard,0 days 00:02:36.682296,0.4309260526776938,1.0,,,,,,,,,,
tft,3d,106,0.08300495075716571,COMPLETE,32.0,,,0.34137059576992396,38.0,,128.0,120.0,0.0024091063127800573,standard,0 days 00:02:33.197768,0.46554210857067874,1.0,,,,,,,,,,
tft,3d,107,0.07210106140360034,COMPLETE,128.0,,,0.3677387946460899,38.0,,128.0,120.0,0.001835290624869128,minmax,0 days 00:02:51.298326,0.3604828778518461,8.0,,,,,,,,,,
tft,3d,108,0.07616951571409379,COMPLETE,16.0,,,0.4389330971306369,37.0,,128.0,120.0,0.003487955754950382,standard,0 days 00:02:37.140936,0.44935345310170266,1.0,,,,,,,,,,
tft,3d,109,0.08400874463174902,COMPLETE,128.0,,,0.37987284122823894,30.0,,64.0,24.0,0.0012230213934317851,standard,0 days 00:00:34.830392,0.19477432825426672,1.0,,,,,,,,,,
tft,3d,110,0.06755496760469727,COMPLETE,128.0,,,0.27609465509810016,34.0,,128.0,120.0,0.0008474224726652985,standard,0 days 00:02:36.994142,0.24013796398671547,2.0,,,,,,,,,,
tft,3d,111,0.08289105020408838,COMPLETE,128.0,,,0.33226101025935456,39.0,,128.0,12.0,0.0009644040513529178,standard,0 days 00:00:46.782475,0.410085251966136,1.0,,,,,,,,,,
tft,3d,112,0.06245936072928203,COMPLETE,128.0,,,0.3035975569106296,40.0,,96.0,96.0,0.0006926165072218039,standard,0 days 00:01:42.031364,0.10289153372711846,1.0,,,,,,,,,,
tft,3d,113,0.06645413134007537,COMPLETE,128.0,,,0.2892537417246384,40.0,,96.0,96.0,0.0004160172184904326,standard,0 days 00:01:42.804342,0.1069185148315823,1.0,,,,,,,,,,
tft,3d,114,0.06734679863833151,COMPLETE,128.0,,,0.3170788258148554,40.0,,96.0,96.0,0.0006619607745255483,standard,0 days 00:01:45.107567,0.01387076072206822,1.0,,,,,,,,,,
tft,3d,115,0.06743987118007923,COMPLETE,128.0,,,0.30206127328374266,41.0,,96.0,96.0,0.0010359567503295392,standard,0 days 00:01:43.083500,0.08182792370816272,1.0,,,,,,,,,,
tft,3d,116,0.07261764040439736,COMPLETE,16.0,,,0.3122004157203306,31.0,,96.0,96.0,0.0015579062797252301,standard,0 days 00:01:49.404600,0.046476375867060535,4.0,,,,,,,,,,
tft,3d,117,0.08547464485322373,COMPLETE,32.0,,,0.3435305185833272,39.0,,192.0,120.0,0.0012148189541208443,minmax,0 days 00:05:13.034840,0.11898774391606595,1.0,,,,,,,,,,
tft,3d,118,0.0838700735875373,COMPLETE,128.0,,,0.2679876299490862,38.0,,128.0,120.0,0.0007745242507095346,standard,0 days 00:02:36.686343,0.06468687560030983,1.0,,,,,,,,,,
tft,3d,119,0.05902795566045163,COMPLETE,64.0,,,0.35917164415974473,37.0,,128.0,96.0,0.0005760891448743331,standard,0 days 00:02:11.732886,0.4206951186897098,1.0,,,,,,,,,,
tft,3d,120,0.08253294097575295,COMPLETE,64.0,,,0.3617759640181272,41.0,,512.0,96.0,0.00038170224706555463,standard,0 days 00:11:47.209173,0.029848808754824818,1.0,,,,,,,,,,
tft,3d,121,0.06399839384844236,COMPLETE,64.0,,,0.38872299374914887,37.0,,128.0,96.0,0.0005453851624934735,standard,0 days 00:02:11.056617,0.4201457151604689,1.0,,,,,,,,,,
tft,3d,122,0.06362342642357952,COMPLETE,64.0,,,0.3752933671913481,36.0,,128.0,96.0,0.000689844469729028,standard,0 days 00:02:10.641670,0.3943509423712182,1.0,,,,,,,,,,
tft,3d,123,0.07505916640602096,COMPLETE,64.0,,,0.32730832329824816,38.0,,128.0,96.0,0.0008968892064198052,standard,0 days 00:02:10.238053,0.4401051317053435,1.0,,,,,,,,,,
tft,3d,124,0.06937666378697416,COMPLETE,128.0,,,0.3557833291643665,39.0,,128.0,120.0,0.001411122402202548,standard,0 days 00:02:34.746417,0.3785651491525642,1.0,,,,,,,,,,
tft,3d,125,0.060550208623109704,COMPLETE,64.0,,,0.34112111405359424,37.0,,128.0,96.0,0.0005938783442468035,standard,0 days 00:02:13.544090,0.4078680231772678,1.0,,,,,,,,,,
tft,3d,126,0.0740289221311542,COMPLETE,64.0,,,0.34202759554142087,43.0,,64.0,96.0,0.0004960753525232508,robust,0 days 00:01:12.382575,0.47482940755761355,1.0,,,,,,,,,,
tft,3d,127,0.07019858293756259,COMPLETE,64.0,,,0.30762028972011973,38.0,,128.0,96.0,0.00019243250093740023,standard,0 days 00:02:12.652730,0.4588159700783422,2.0,,,,,,,,,,
tft,3d,128,0.063389486533414,COMPLETE,64.0,,,0.2893353452848717,35.0,,128.0,96.0,0.0002782682107606611,standard,0 days 00:02:11.532258,0.42029410843184206,1.0,,,,,,,,,,
tft,3d,129,0.0707479455677845,COMPLETE,64.0,,,0.17777812482897073,31.0,,256.0,96.0,0.0005904526108890549,minmax,0 days 00:04:42.104931,0.493336685959357,1.0,,,,,,,,,,
tft,3d,130,0.07426815456428912,COMPLETE,16.0,,,0.33589875863825247,32.0,,128.0,96.0,0.0007451352553917052,standard,0 days 00:02:24.687159,0.43150024479621213,8.0,,,,,,,,,,
tft,3d,131,0.06900165753922706,COMPLETE,128.0,,,0.3513992199580853,37.0,,128.0,120.0,0.0010869728157403447,standard,0 days 00:02:34.420824,0.37065133772500103,1.0,,,,,,,,,,
tft,3d,132,0.06794894872489347,COMPLETE,64.0,,,0.36244150160294913,36.0,,128.0,120.0,0.0009053873104783683,standard,0 days 00:02:33.986730,0.4084971584055325,1.0,,,,,,,,,,
tft,3d,133,0.08368877961997977,COMPLETE,128.0,,,0.37290558265444435,37.0,,128.0,120.0,0.0018099765010104387,standard,0 days 00:02:34.467510,0.4017299603235367,1.0,,,,,,,,,,
tft,3d,134,0.07598396160264925,COMPLETE,32.0,,,0.396291190961011,37.0,,384.0,48.0,0.0006145798251005768,standard,0 days 00:04:56.269591,0.4535881691436589,1.0,,,,,,,,,,
tft,3d,135,0.07446958168139446,COMPLETE,128.0,,,0.3017947143139115,38.0,,128.0,36.0,0.0013444491904316604,standard,0 days 00:01:11.967427,0.3879685331426925,1.0,,,,,,,,,,
tft,3d,136,0.07287126341025826,COMPLETE,128.0,,,0.31612122573159773,39.0,,128.0,96.0,0.0010249727779772433,standard,0 days 00:02:11.194045,0.4167108314993966,1.0,,,,,,,,,,
tft,3d,137,0.07068768440578185,COMPLETE,16.0,,,0.19973062249692627,40.0,,96.0,24.0,0.0011766914080651285,standard,0 days 00:00:48.681399,0.43909094178378644,1.0,,,,,,,,,,
tft,3d,138,0.06418126586417744,COMPLETE,128.0,,,0.2374850533797794,38.0,,128.0,120.0,0.000802003626016725,standard,0 days 00:02:38.703768,0.26915458743918236,2.0,,,,,,,,,,
tft,3d,139,0.07327271243001099,COMPLETE,64.0,,,0.3831890327902903,39.0,,64.0,12.0,0.0016405291385894443,standard,0 days 00:00:30.118037,0.4281581621825768,4.0,,,,,,,,,,
tft,3d,140,0.07075997827613822,COMPLETE,128.0,,,0.32469090301116843,30.0,,128.0,120.0,0.0021346535313012728,standard,0 days 00:02:33.918488,0.02435444621001699,1.0,,,,,,,,,,
tft,3d,141,0.06328151478798023,COMPLETE,128.0,,,0.34936495132408224,39.0,,32.0,72.0,0.0006840753446743041,standard,0 days 00:00:37.437872,0.409362488324858,1.0,,,,,,,,,,
tft,3d,142,0.06818557658212047,COMPLETE,128.0,,,0.3604831591391464,36.0,,128.0,72.0,0.0010011172769767494,standard,0 days 00:01:46.246443,0.4444775048666058,1.0,,,,,,,,,,
tft,3d,143,0.06771728396433173,COMPLETE,128.0,,,0.335237113773663,39.0,,32.0,96.0,0.0008436701440315548,standard,0 days 00:00:44.959790,0.4225132576769459,1.0,,,,,,,,,,
tft,3d,144,0.0838870163881174,COMPLETE,128.0,,,0.37124046737759586,37.0,,128.0,120.0,0.002787704437703401,standard,0 days 00:02:34.998952,0.4011315083473132,1.0,,,,,,,,,,
tft,3d,145,0.06759120103178495,COMPLETE,128.0,,,0.3464478764703314,40.0,,192.0,96.0,0.0011830630590130764,standard,0 days 00:04:23.452243,0.03859972133331345,1.0,,,,,,,,,,
tft,3d,146,0.07362049584823604,COMPLETE,16.0,,,0.39531118534369875,38.0,,128.0,120.0,0.0013530185922482484,minmax,0 days 00:02:34.968751,0.3905837665676359,1.0,,,,,,,,,,
tft,3d,147,0.07210613129260185,COMPLETE,32.0,,,0.2755706822532957,38.0,,32.0,120.0,0.0009180701854888249,standard,0 days 00:00:52.380447,0.4299095367748038,1.0,,,,,,,,,,
tft,3d,148,0.0764179643101784,COMPLETE,128.0,,,0.4084856417605902,40.0,,128.0,96.0,0.0007345609333762708,robust,0 days 00:02:14.379994,0.4491989852226557,1.0,,,,,,,,,,
tft,3d,149,0.06849775492819256,COMPLETE,128.0,,,0.3192248814379812,37.0,,96.0,72.0,0.0018119500846315566,standard,0 days 00:01:22.356362,0.053529638223020565,1.0,,,,,,,,,,
xgb,10d,0,0.13592115474299443,COMPLETE,,,,,,,,,,,0 days 00:00:02.047123,,,0.49359671220172163,0.4936111842654619,0.29154431891537513,0.09454306819536169,15.0,2.0,800.0,0.10129197956845731,0.3470266988650412,0.759195090518222
xgb,10d,1,0.1451914066491557,COMPLETE,,,,,,,,,,,0 days 00:00:00.606768,,,0.5100427059120604,0.5090949803242604,0.012561043700013555,0.1764971584817571,15.0,7.0,100.0,0.01444525102276306,0.0028585493941961923,0.5274034664069657
xgb,10d,2,0.12306785689007539,COMPLETE,,,,,,,,,,,0 days 00:00:00.895761,,,0.8711055768358081,0.6736419905302216,0.011400863701127324,0.00614454378558747,4.0,4.0,1250.0,0.09163741808778776,0.00017070728830306665,0.619817105976215
xgb,10d,3,0.13237568631637714,COMPLETE,,,,,,,,,,,0 days 00:00:01.392102,,,0.8850384088698766,0.9793792198447356,0.00024586032763280086,0.0014982086432155466,5.0,7.0,1250.0,0.2637333993381525,0.015876781526923997,0.9693313223519999
xgb,10d,4,0.23006398056955463,COMPLETE,,,,,,,,,,,0 days 00:00:01.022782,,,0.7975133706123891,0.5552679889600102,0.012030178871154668,0.0012382649697023553,9.0,7.0,300.0,0.05414413211338523,0.0008399864445957502,0.9455922412472693
xgb,10d,5,0.14392406723519274,COMPLETE,,,,,,,,,,,0 days 00:00:01.747232,,,0.9531245410138701,0.7587399872866512,0.0006080390190296605,0.34330447331061875,13.0,2.0,1950.0,0.00016832027985721928,0.004233032996527599,0.9368964102565893
xgb,10d,6,0.15481647224937672,COMPLETE,,,,,,,,,,,0 days 00:00:00.993998,,,0.7256176498949491,0.5685607058124285,0.16172900811143134,0.17247957710046016,6.0,3.0,850.0,0.0002359137306347715,8.598737339212267,0.6140519960161536
xgb,10d,7,0.13651656605757703,COMPLETE,,,,,,,,,,,0 days 00:00:01.503930,,,0.8374043008245924,0.8241144063085704,0.00019777828512462724,0.001034913443546759,5.0,16.0,1600.0,0.006199100007802264,0.00037961668958008145,0.8892768570729005
xgb,10d,8,0.14179534592941492,COMPLETE,,,,,,,,,,,0 days 00:00:03.332998,,,0.5951099932160482,0.5865893930293973,0.035500125258511595,0.007817787178411377,11.0,15.0,1750.0,2.7293781650374753,0.022965432344634346,0.4381350101716142
xgb,10d,9,0.13977210299325749,COMPLETE,,,,,,,,,,,0 days 00:00:01.098520,,,0.6962773578186345,0.8625803079727365,0.005130551760589831,0.11306704080979882,12.0,11.0,300.0,0.0001339971723117974,0.00034630370261191863,0.7367663185416977
xgb,10d,10,0.15654269592850587,COMPLETE,,,,,,,,,,,0 days 00:00:00.971515,,,0.549575337489325,0.9445398843556558,0.10524574681335624,0.007054030995136232,11.0,9.0,150.0,0.0013931273790066707,0.00024260488932164486,0.7051424146988217
xgb,10d,11,0.15623588712171335,COMPLETE,,,,,,,,,,,0 days 00:00:00.658857,,,0.9228763541126306,0.7800422539062541,0.0005575453980775373,0.32301751873846973,5.0,17.0,650.0,2.902652141826388,0.049740621749684084,0.8848722277386502
xgb,10d,12,0.14203587579057972,COMPLETE,,,,,,,,,,,0 days 00:00:03.573975,,,0.6562646731757538,0.536761097525165,0.27728241828010597,0.007215756017643586,14.0,17.0,1650.0,0.00010833297073737757,0.03578792453502322,0.46603115471660606
xgb,10d,13,0.1316665646580794,COMPLETE,,,,,,,,,,,0 days 00:00:00.875427,,,0.5939217592124532,0.9657458223475115,0.06487477066058678,0.0021062650964613775,5.0,11.0,900.0,0.0065788201191231774,7.226207258080486,0.6025691028421768
xgb,10d,14,0.1456029896975666,COMPLETE,,,,,,,,,,,0 days 00:00:01.509869,,,0.4221321684127197,0.5709042966264806,0.010249816559563212,0.02198157476233291,6.0,13.0,1950.0,0.0001808813356570827,0.002473046721099914,0.5805269858900618
xgb,10d,15,0.12872606918952123,COMPLETE,,,,,,,,,,,0 days 00:00:02.012702,,,0.5452331629069003,0.9913902724663605,0.11129571947046,0.0024607467124175063,6.0,14.0,1850.0,0.0015423669834226219,0.4376044634724404,0.6936716561665378
xgb,10d,16,0.14263394585935535,COMPLETE,,,,,,,,,,,0 days 00:00:02.508057,,,0.9011814973535428,0.454173862032645,0.0005572807500029967,0.05127169631088556,11.0,7.0,800.0,0.00015991003111214837,0.09004606022643072,0.7214648104448551
xgb,10d,17,0.13082557912091522,COMPLETE,,,,,,,,,,,0 days 00:00:00.690329,,,0.5046198574029949,0.7871036742456698,0.003523233163198314,0.024105925153067684,3.0,14.0,1400.0,4.826695968786644,0.00048708496102003036,0.5358974651187628
xgb,10d,18,0.15588529478990654,COMPLETE,,,,,,,,,,,0 days 00:00:00.484245,,,0.7959904276205074,0.5547649766290934,0.01662659225403187,0.3131268715143098,4.0,17.0,750.0,0.0444890253806617,0.0016190544494716498,0.9264036120285886
xgb,10d,19,0.14799678993249096,COMPLETE,,,,,,,,,,,0 days 00:00:00.825501,,,0.6095257447675966,0.6034178746292205,0.38765111709116273,0.2692782818833751,14.0,15.0,250.0,2.7254117335304042,0.7931909113857054,0.7798608743639608
xgb,10d,20,0.11940790201330811,COMPLETE,,,,,,,,,,,0 days 00:00:00.798803,,,0.4055182309699778,0.7638574357957539,0.04508240502480681,0.002730430026208959,4.0,3.0,1350.0,0.0001060005013210028,0.0006368545516399499,0.9391325131162476
xgb,10d,21,0.1463591992043487,COMPLETE,,,,,,,,,,,0 days 00:00:03.395718,,,0.5423494524980801,0.8273075328085215,0.09682012086882462,0.057494179877722436,11.0,7.0,1150.0,0.17707795393478512,1.7624510039685515,0.5345615856763359
xgb,10d,22,0.12803695575640847,COMPLETE,,,,,,,,,,,0 days 00:00:02.744647,,,0.5463937860274501,0.5591214206090352,0.003735862630812752,0.00178988607175397,10.0,20.0,1350.0,2.885577718793408,0.143117628088417,0.6206294818356601
xgb,10d,23,0.14359392336106883,COMPLETE,,,,,,,,,,,0 days 00:00:03.711127,,,0.8334712691569033,0.5171457926788268,0.00012510188850164443,0.03606170696339868,9.0,6.0,1600.0,0.16879573909049653,0.0007683399182003,0.6955106162913183
xgb,10d,24,0.15162163964153602,COMPLETE,,,,,,,,,,,0 days 00:00:01.549141,,,0.9569911375526352,0.40927396991732046,0.7355619850853303,0.2945720568636423,15.0,9.0,1900.0,6.578091125940401,1.840972398983908,0.6220952201532667
xgb,10d,25,0.1521981554229565,COMPLETE,,,,,,,,,,,0 days 00:00:00.887990,,,0.7340807574750101,0.5016956480116556,0.06083019192425825,0.19824048247550033,8.0,19.0,650.0,0.07084445284509013,0.0003061134900528447,0.5901532030937666
xgb,10d,26,0.132665389392704,COMPLETE,,,,,,,,,,,0 days 00:00:09.217698,,,0.8444611706525227,0.9264238431567733,0.06455595882939565,0.002388265226050822,15.0,14.0,1250.0,0.006272717891973826,0.002937373830257726,0.710997791418242
xgb,10d,27,0.14117586357310896,COMPLETE,,,,,,,,,,,0 days 00:00:01.557576,,,0.7009097768123198,0.7068054393165627,0.0397974937410311,0.21887803414498835,13.0,16.0,1650.0,0.32347028135895695,0.9527157550070945,0.9479443315338828
xgb,10d,28,0.14157747191537046,COMPLETE,,,,,,,,,,,0 days 00:00:01.898063,,,0.42156536427804525,0.7469680845977045,0.014810800730363494,0.010320176463726334,7.0,10.0,1800.0,0.0027083591868016814,0.08998420889037455,0.45638916390452144
xgb,10d,29,0.12749467395459563,COMPLETE,,,,,,,,,,,0 days 00:00:00.198618,,,0.7133459560328826,0.4762363075911309,0.0007299348683062313,0.16602528666156435,3.0,16.0,150.0,0.13015245940393158,0.00026713901787135674,0.6161143848467577
xgb,10d,30,0.13429827750448853,COMPLETE,,,,,,,,,,,0 days 00:00:00.766817,,,0.9855112476775207,0.835654800233597,0.0019580595319750394,0.028784452713748597,9.0,11.0,200.0,0.9460867797081399,0.0022602748689012596,0.782457940898924
xgb,10d,31,0.16045732773257396,COMPLETE,,,,,,,,,,,0 days 00:00:00.735061,,,0.8175845236562188,0.9015880723073235,0.000493375160044834,0.0011706333595970213,4.0,9.0,950.0,0.000605599089237291,0.0017832592720985773,0.977589048806755
xgb,10d,32,0.14368558423529398,COMPLETE,,,,,,,,,,,0 days 00:00:04.083633,,,0.8427381500174611,0.9729191683979165,0.027982272717049284,0.06051358975771834,12.0,12.0,1150.0,0.012531420756075008,0.001732427015494911,0.5679603381675657
xgb,10d,33,0.1678381171597137,COMPLETE,,,,,,,,,,,0 days 00:00:01.668380,,,0.4244372813913821,0.4276015852130517,0.0652576510834236,0.0010935725341165963,12.0,18.0,750.0,0.02348924974272152,0.0003084400772723215,0.46964358430414976
xgb,10d,34,0.1312019536851035,COMPLETE,,,,,,,,,,,0 days 00:00:02.594679,,,0.76951005883133,0.639102840638424,0.00015178052094448884,0.0029340441971813245,9.0,13.0,1050.0,0.007465571739720186,0.13467890557370732,0.6603109895427839
xgb,10d,35,0.1380841960110911,COMPLETE,,,,,,,,,,,0 days 00:00:04.710322,,,0.7854515669237894,0.4423412484402579,0.022034455606330692,0.05995071316732546,14.0,1.0,1050.0,5.025175192217658,0.07539992074650277,0.49776065624885785
xgb,10d,36,0.14013112727313823,COMPLETE,,,,,,,,,,,0 days 00:00:01.923384,,,0.6316615826804646,0.9648788852659151,0.418217852675745,0.017250862192012544,11.0,20.0,850.0,0.0009526989223125313,0.00022223195374893774,0.727370073589561
xgb,10d,37,0.22636105050183952,COMPLETE,,,,,,,,,,,0 days 00:00:00.224191,,,0.5913853781762568,0.44271318907613744,0.00012390468928182043,0.001798451449427023,3.0,17.0,250.0,1.1812516086413092,0.0025661017560409524,0.8098040640498141
xgb,10d,38,0.13814429942576484,COMPLETE,,,,,,,,,,,0 days 00:00:02.051735,,,0.8820885582309091,0.8410426262823314,0.0005125758907937938,0.04983080210749127,12.0,6.0,300.0,0.5663354641950935,1.0818665579547861,0.9264832081162317
xgb,10d,39,0.14186284060398865,COMPLETE,,,,,,,,,,,0 days 00:00:02.877989,,,0.9584543953621388,0.6044821241518107,0.0051996739238783195,0.010094054717797195,8.0,18.0,2000.0,0.5680091593981321,0.5925354938619758,0.8658477764451982
xgb,10d,40,0.1205862183389455,COMPLETE,,,,,,,,,,,0 days 00:00:00.878747,,,0.4974410883778403,0.6706354058232349,0.001589156090103233,0.004035549751692791,4.0,4.0,1400.0,0.09519010350569544,0.0001044009977062315,0.6516863247092706
xgb,10d,41,0.11945449528964437,COMPLETE,,,,,,,,,,,0 days 00:00:00.860944,,,0.46402202510152,0.66360319327116,0.0011945374465984241,0.00393708142334382,4.0,3.0,1350.0,0.026868273693548324,0.00010670984542385057,0.6523229758010355
xgb,10d,42,0.11956287066410363,COMPLETE,,,,,,,,,,,0 days 00:00:00.903110,,,0.4734392687684331,0.6884819913375805,0.0011130494981214762,0.0032334380064745257,4.0,4.0,1450.0,0.10301064825899917,0.00010135457733196692,0.651609795406239
xgb,10d,43,0.12131758143463675,COMPLETE,,,,,,,,,,,0 days 00:00:00.903229,,,0.4612235051432514,0.6752945721007343,0.0016360071732640542,0.0040400466508488985,4.0,4.0,1450.0,0.03125154509274801,0.00010111889040803126,0.6589399437472823
xgb,10d,44,0.12169232138691617,COMPLETE,,,,,,,,,,,0 days 00:00:00.937592,,,0.4741006651052939,0.6831696010690778,0.001240269921304009,0.003952216781556666,4.0,4.0,1500.0,0.019292321535342175,0.00010603965923670667,0.6595878455823035
xgb,10d,45,0.12148062641124933,COMPLETE,,,,,,,,,,,0 days 00:00:00.869631,,,0.46147257358338045,0.716585509817514,0.001457258543210004,0.004378017471666877,4.0,3.0,1400.0,0.04091491233372938,0.00010853825838296923,0.6776434409128997
xgb,10d,46,0.12704449277659977,COMPLETE,,,,,,,,,,,0 days 00:00:01.180632,,,0.45852229213966045,0.6617237026222211,0.00029117661029824557,0.0049076822327738835,5.0,5.0,1550.0,0.00039811589020033905,0.00015278376708694106,0.6481473405924204
xgb,10d,47,0.12371779540032864,COMPLETE,,,,,,,,,,,0 days 00:00:01.099828,,,0.4002525214598834,0.6372682536267557,0.0021107187139876946,0.0035660511907699283,5.0,1.0,1450.0,0.08167476718812385,0.0008659206472618804,0.7461803895113462
xgb,10d,48,0.11907825400755409,COMPLETE,,,,,,,,,,,0 days 00:00:00.661242,,,0.4947365706225789,0.7382510673440179,0.0067366599000442,0.0050313021198028374,3.0,3.0,1300.0,0.22147506779686343,0.008185063489573872,0.6381169592866998
xgb,10d,49,0.15308340139308435,COMPLETE,,,,,,,,,,,0 days 00:00:00.665416,,,0.49158246154035784,0.7353854098951069,0.006891213397840239,0.4884076188757626,3.0,2.0,1300.0,0.26447440457256116,0.008084823485909227,0.5576103943808658
xgb,10d,50,0.13205760675957123,COMPLETE,,,,,,,,,,,0 days 00:00:01.369778,,,0.5217350291350187,0.7902262421659436,0.0009568347355359952,0.0056360655205614715,6.0,3.0,1150.0,0.00293867194921925,0.0005935160355896274,0.823825295981103
xgb,10d,51,0.12031754643553046,COMPLETE,,,,,,,,,,,0 days 00:00:01.032997,,,0.44480077762695847,0.6792546996553736,0.0027126009246926522,0.0031293208738517697,4.0,4.0,1700.0,0.02589024583485248,0.00015769174551028903,0.6334250996651177
